"fips","state","county","week_start_date","eviction_filings"
"47037","tennessee","davidson","2022-02-28","219"
"47037","tennessee","davidson","2022-03-07","207"
"47037","tennessee","davidson","2022-03-14","240"
"47037","tennessee","davidson","2022-03-21","295"
"47037","tennessee","davidson","2022-03-28","106"
"47037","tennessee","davidson","2022-04-04","162"
"47037","tennessee","davidson","2022-04-11","141"
"47037","tennessee","davidson","2022-04-18","242"
"47037","tennessee","davidson","2022-04-25","231"
"47037","tennessee","davidson","2022-05-02","170"
"47037","tennessee","davidson","2022-05-09","153"
"47037","tennessee","davidson","2022-05-16","266"
"47037","tennessee","davidson","2022-05-23","258"
"47037","tennessee","davidson","2022-05-30","147"
"47037","tennessee","davidson","2022-06-06","143"
"47037","tennessee","davidson","2022-06-13","234"
"47037","tennessee","davidson","2022-06-20","268"
"47037","tennessee","davidson","2022-06-27","138"
"47037","tennessee","davidson","2022-07-04","207"
"47037","tennessee","davidson","2022-07-11","189"
"47037","tennessee","davidson","2022-07-18","246"
"47037","tennessee","davidson","2022-07-25","396"
"47037","tennessee","davidson","2022-08-01","304"
"47037","tennessee","davidson","2022-08-08","158"
"47037","tennessee","davidson","2022-08-15","254"
"47037","tennessee","davidson","2022-08-22","339"
"47037","tennessee","davidson","2022-08-29","283"
"47037","tennessee","davidson","2022-09-05","185"
"47037","tennessee","davidson","2022-09-12","205"
"47037","tennessee","davidson","2022-09-19","250"
"47037","tennessee","davidson","2022-09-26","356"
"47037","tennessee","davidson","2022-10-03","253"
"47037","tennessee","davidson","2022-10-10","247"
"47037","tennessee","davidson","2022-10-17","321"
"47037","tennessee","davidson","2022-10-24","251"
"47037","tennessee","davidson","2022-10-31","210"
"47037","tennessee","davidson","2022-11-07","139"
"47037","tennessee","davidson","2022-11-14","243"
"47037","tennessee","davidson","2022-11-21","175"
"47037","tennessee","davidson","2022-11-28","220"
"47037","tennessee","davidson","2022-12-05","309"
"47037","tennessee","davidson","2022-12-12","296"
"47037","tennessee","davidson","2022-12-19","170"
"47037","tennessee","davidson","2022-12-26","253"
