"fips","state","county","month_start_date","monthly_eviction_filings"
"47183","tennessee","weakley","2016-08-01","23"
"47183","tennessee","weakley","2016-09-01","18"
"47183","tennessee","weakley","2016-10-01","12"
"47183","tennessee","weakley","2016-11-01","8"
"47183","tennessee","weakley","2016-12-01","14"
"47183","tennessee","weakley","2017-01-01","18"
"47183","tennessee","weakley","2017-02-01","29"
"47183","tennessee","weakley","2017-03-01","27"
"47183","tennessee","weakley","2017-04-01","11"
"47183","tennessee","weakley","2017-05-01","24"
"47183","tennessee","weakley","2017-06-01","20"
"47183","tennessee","weakley","2017-07-01","30"
"47183","tennessee","weakley","2017-08-01","30"
"47183","tennessee","weakley","2017-09-01","18"
"47183","tennessee","weakley","2017-10-01","28"
"47183","tennessee","weakley","2017-11-01","3"
"47183","tennessee","weakley","2017-12-01","11"
"47183","tennessee","weakley","2018-01-01","27"
"47183","tennessee","weakley","2018-02-01","19"
"47183","tennessee","weakley","2018-03-01","12"
"47183","tennessee","weakley","2018-04-01","29"
"47183","tennessee","weakley","2018-05-01","23"
"47183","tennessee","weakley","2018-06-01","20"
"47183","tennessee","weakley","2018-07-01","18"
"47183","tennessee","weakley","2018-08-01","24"
"47183","tennessee","weakley","2018-09-01","10"
"47183","tennessee","weakley","2018-10-01","32"
"47183","tennessee","weakley","2018-11-01","10"
"47183","tennessee","weakley","2018-12-01","7"
"47183","tennessee","weakley","2019-01-01","30"
"47183","tennessee","weakley","2019-02-01","5"
"47183","tennessee","weakley","2019-03-01","21"
"47183","tennessee","weakley","2019-04-01","27"
"47183","tennessee","weakley","2019-05-01","16"
"47183","tennessee","weakley","2019-06-01","20"
"47183","tennessee","weakley","2019-07-01","25"
"47183","tennessee","weakley","2019-08-01","23"
"47183","tennessee","weakley","2019-09-01","13"
"47183","tennessee","weakley","2019-10-01","25"
"47183","tennessee","weakley","2019-11-01","21"
"47183","tennessee","weakley","2019-12-01","17"
"47183","tennessee","weakley","2020-01-01","43"
"47183","tennessee","weakley","2020-02-01","17"
"47183","tennessee","weakley","2020-03-01","4"
"47183","tennessee","weakley","2020-04-01","1"
"47183","tennessee","weakley","2020-05-01","0"
"47183","tennessee","weakley","2020-06-01","14"
"47183","tennessee","weakley","2020-07-01","12"
"47183","tennessee","weakley","2020-08-01","50"
"47183","tennessee","weakley","2020-09-01","17"
"47183","tennessee","weakley","2020-10-01","11"
"47183","tennessee","weakley","2020-11-01","15"
"47183","tennessee","weakley","2020-12-01","16"
"47183","tennessee","weakley","2021-01-01","14"
"47183","tennessee","weakley","2021-02-01","6"
"47183","tennessee","weakley","2021-03-01","19"
"47183","tennessee","weakley","2021-04-01","28"
"47183","tennessee","weakley","2021-05-01","7"
"47183","tennessee","weakley","2021-06-01","8"
"47183","tennessee","weakley","2021-07-01","7"
"47183","tennessee","weakley","2021-08-01","26"
"47183","tennessee","weakley","2021-09-01","22"
"47183","tennessee","weakley","2021-10-01","16"
"47183","tennessee","weakley","2021-11-01","18"
"47183","tennessee","weakley","2021-12-01","10"
"47183","tennessee","weakley","2022-01-01","9"
"47183","tennessee","weakley","2022-02-01","11"
"47183","tennessee","weakley","2022-03-01","23"
"47183","tennessee","weakley","2022-04-01","23"
"47183","tennessee","weakley","2022-05-01","25"
"47183","tennessee","weakley","2022-06-01","25"
"47183","tennessee","weakley","2022-07-01","17"
"47183","tennessee","weakley","2022-08-01","18"
"47183","tennessee","weakley","2022-09-01","18"
"47183","tennessee","weakley","2022-10-01","19"
"47183","tennessee","weakley","2022-11-01","9"
"47183","tennessee","weakley","2022-12-01","13"
"47035","tennessee","cumberland","2016-01-01","17"
"47035","tennessee","cumberland","2016-02-01","18"
"47035","tennessee","cumberland","2016-03-01","15"
"47035","tennessee","cumberland","2016-04-01","16"
"47035","tennessee","cumberland","2016-05-01","17"
"47035","tennessee","cumberland","2016-06-01","12"
"47035","tennessee","cumberland","2016-07-01","20"
"47035","tennessee","cumberland","2016-08-01","13"
"47035","tennessee","cumberland","2016-09-01","18"
"47035","tennessee","cumberland","2016-10-01","18"
"47035","tennessee","cumberland","2016-11-01","19"
"47035","tennessee","cumberland","2016-12-01","11"
"47035","tennessee","cumberland","2017-01-01","13"
"47035","tennessee","cumberland","2017-02-01","11"
"47035","tennessee","cumberland","2017-03-01","22"
"47035","tennessee","cumberland","2017-04-01","10"
"47035","tennessee","cumberland","2017-05-01","21"
"47035","tennessee","cumberland","2017-06-01","18"
"47035","tennessee","cumberland","2017-07-01","8"
"47035","tennessee","cumberland","2017-08-01","17"
"47035","tennessee","cumberland","2017-09-01","10"
"47035","tennessee","cumberland","2017-10-01","23"
"47035","tennessee","cumberland","2017-11-01","15"
"47035","tennessee","cumberland","2017-12-01","15"
"47035","tennessee","cumberland","2018-01-01","17"
"47035","tennessee","cumberland","2018-02-01","19"
"47035","tennessee","cumberland","2018-03-01","14"
"47035","tennessee","cumberland","2018-04-01","25"
"47035","tennessee","cumberland","2018-05-01","14"
"47035","tennessee","cumberland","2018-06-01","15"
"47035","tennessee","cumberland","2018-07-01","10"
"47035","tennessee","cumberland","2018-08-01","14"
"47035","tennessee","cumberland","2018-09-01","15"
"47035","tennessee","cumberland","2018-10-01","11"
"47035","tennessee","cumberland","2018-11-01","7"
"47035","tennessee","cumberland","2018-12-01","13"
"47035","tennessee","cumberland","2019-01-01","18"
"47035","tennessee","cumberland","2019-02-01","9"
"47035","tennessee","cumberland","2019-03-01","12"
"47035","tennessee","cumberland","2019-04-01","10"
"47035","tennessee","cumberland","2019-05-01","13"
"47035","tennessee","cumberland","2019-06-01","14"
"47035","tennessee","cumberland","2019-07-01","13"
"47035","tennessee","cumberland","2019-08-01","16"
"47035","tennessee","cumberland","2019-09-01","16"
"47035","tennessee","cumberland","2019-10-01","12"
"47035","tennessee","cumberland","2019-11-01","15"
"47035","tennessee","cumberland","2019-12-01","9"
"47035","tennessee","cumberland","2020-01-01","12"
"47035","tennessee","cumberland","2020-02-01","15"
"47035","tennessee","cumberland","2020-03-01","10"
"47035","tennessee","cumberland","2020-04-01","1"
"47035","tennessee","cumberland","2020-05-01","7"
"47035","tennessee","cumberland","2020-06-01","12"
"47035","tennessee","cumberland","2020-07-01","8"
"47035","tennessee","cumberland","2020-08-01","10"
"47035","tennessee","cumberland","2020-09-01","6"
"47035","tennessee","cumberland","2020-10-01","7"
"47035","tennessee","cumberland","2020-11-01","9"
"47035","tennessee","cumberland","2020-12-01","5"
"47035","tennessee","cumberland","2021-01-01","7"
"47035","tennessee","cumberland","2021-02-01","8"
"47035","tennessee","cumberland","2021-03-01","19"
"47035","tennessee","cumberland","2021-04-01","17"
"47035","tennessee","cumberland","2021-05-01","12"
"47035","tennessee","cumberland","2021-06-01","18"
"47035","tennessee","cumberland","2021-07-01","20"
"47035","tennessee","cumberland","2021-08-01","22"
"47035","tennessee","cumberland","2021-09-01","18"
"47035","tennessee","cumberland","2021-10-01","17"
"47035","tennessee","cumberland","2021-11-01","13"
"47035","tennessee","cumberland","2021-12-01","19"
"47035","tennessee","cumberland","2022-01-01","13"
"47035","tennessee","cumberland","2022-02-01","11"
"47035","tennessee","cumberland","2022-03-01","14"
"47035","tennessee","cumberland","2022-04-01","19"
"47035","tennessee","cumberland","2022-05-01","18"
"47035","tennessee","cumberland","2022-06-01","17"
"47035","tennessee","cumberland","2022-07-01","20"
"47035","tennessee","cumberland","2022-08-01","22"
"47035","tennessee","cumberland","2022-09-01","11"
"47035","tennessee","cumberland","2022-10-01","11"
"47035","tennessee","cumberland","2022-11-01","16"
"47035","tennessee","cumberland","2022-12-01","9"
"47073","tennessee","hawkins","2016-01-01","17"
"47073","tennessee","hawkins","2016-02-01","25"
"47073","tennessee","hawkins","2016-03-01","23"
"47073","tennessee","hawkins","2016-04-01","15"
"47073","tennessee","hawkins","2016-05-01","14"
"47073","tennessee","hawkins","2016-06-01","26"
"47073","tennessee","hawkins","2016-07-01","21"
"47073","tennessee","hawkins","2016-08-01","19"
"47073","tennessee","hawkins","2016-09-01","26"
"47073","tennessee","hawkins","2016-10-01","24"
"47073","tennessee","hawkins","2016-11-01","21"
"47073","tennessee","hawkins","2016-12-01","19"
"47073","tennessee","hawkins","2017-01-01","16"
"47073","tennessee","hawkins","2017-02-01","20"
"47073","tennessee","hawkins","2017-03-01","12"
"47073","tennessee","hawkins","2017-04-01","32"
"47073","tennessee","hawkins","2017-05-01","11"
"47073","tennessee","hawkins","2017-06-01","27"
"47073","tennessee","hawkins","2017-07-01","30"
"47073","tennessee","hawkins","2017-08-01","27"
"47073","tennessee","hawkins","2017-09-01","22"
"47073","tennessee","hawkins","2017-10-01","24"
"47073","tennessee","hawkins","2017-11-01","25"
"47073","tennessee","hawkins","2017-12-01","21"
"47073","tennessee","hawkins","2018-01-01","23"
"47073","tennessee","hawkins","2018-02-01","14"
"47073","tennessee","hawkins","2018-03-01","22"
"47073","tennessee","hawkins","2018-04-01","25"
"47073","tennessee","hawkins","2018-05-01","22"
"47073","tennessee","hawkins","2018-06-01","24"
"47073","tennessee","hawkins","2018-07-01","29"
"47073","tennessee","hawkins","2018-08-01","18"
"47073","tennessee","hawkins","2018-09-01","11"
"47073","tennessee","hawkins","2018-10-01","17"
"47073","tennessee","hawkins","2018-11-01","10"
"47073","tennessee","hawkins","2018-12-01","19"
"47073","tennessee","hawkins","2019-01-01","26"
"47073","tennessee","hawkins","2019-02-01","21"
"47073","tennessee","hawkins","2019-03-01","9"
"47073","tennessee","hawkins","2019-04-01","32"
"47073","tennessee","hawkins","2019-05-01","14"
"47073","tennessee","hawkins","2019-06-01","14"
"47073","tennessee","hawkins","2019-07-01","32"
"47073","tennessee","hawkins","2019-08-01","28"
"47073","tennessee","hawkins","2019-09-01","18"
"47073","tennessee","hawkins","2019-10-01","20"
"47073","tennessee","hawkins","2019-11-01","14"
"47073","tennessee","hawkins","2019-12-01","20"
"47073","tennessee","hawkins","2020-01-01","23"
"47073","tennessee","hawkins","2020-02-01","19"
"47073","tennessee","hawkins","2020-03-01","4"
"47073","tennessee","hawkins","2020-04-01","0"
"47073","tennessee","hawkins","2020-05-01","0"
"47073","tennessee","hawkins","2020-06-01","11"
"47073","tennessee","hawkins","2020-07-01","20"
"47073","tennessee","hawkins","2020-08-01","14"
"47073","tennessee","hawkins","2020-09-01","10"
"47073","tennessee","hawkins","2020-10-01","15"
"47073","tennessee","hawkins","2020-11-01","13"
"47073","tennessee","hawkins","2020-12-01","8"
"47073","tennessee","hawkins","2021-01-01","7"
"47073","tennessee","hawkins","2021-02-01","4"
"47073","tennessee","hawkins","2021-03-01","16"
"47073","tennessee","hawkins","2021-04-01","8"
"47073","tennessee","hawkins","2021-05-01","9"
"47073","tennessee","hawkins","2021-06-01","10"
"47073","tennessee","hawkins","2021-07-01","16"
"47073","tennessee","hawkins","2021-08-01","11"
"47073","tennessee","hawkins","2021-09-01","17"
"47073","tennessee","hawkins","2021-10-01","29"
"47073","tennessee","hawkins","2021-11-01","17"
"47073","tennessee","hawkins","2021-12-01","18"
"47073","tennessee","hawkins","2022-01-01","17"
"47073","tennessee","hawkins","2022-02-01","19"
"47073","tennessee","hawkins","2022-03-01","24"
"47073","tennessee","hawkins","2022-04-01","21"
"47073","tennessee","hawkins","2022-05-01","20"
"47073","tennessee","hawkins","2022-06-01","13"
"47073","tennessee","hawkins","2022-07-01","27"
"47073","tennessee","hawkins","2022-08-01","26"
"47073","tennessee","hawkins","2022-09-01","14"
"47073","tennessee","hawkins","2022-10-01","15"
"47073","tennessee","hawkins","2022-11-01","22"
"47073","tennessee","hawkins","2022-12-01","15"
"47111","tennessee","macon","2016-01-01","8"
"47111","tennessee","macon","2016-02-01","13"
"47111","tennessee","macon","2016-03-01","10"
"47111","tennessee","macon","2016-04-01","4"
"47111","tennessee","macon","2016-05-01","6"
"47111","tennessee","macon","2016-06-01","3"
"47111","tennessee","macon","2016-07-01","7"
"47111","tennessee","macon","2016-08-01","14"
"47111","tennessee","macon","2016-09-01","7"
"47111","tennessee","macon","2016-10-01","5"
"47111","tennessee","macon","2016-11-01","19"
"47111","tennessee","macon","2016-12-01","14"
"47111","tennessee","macon","2017-01-01","6"
"47111","tennessee","macon","2017-02-01","7"
"47111","tennessee","macon","2017-03-01","6"
"47111","tennessee","macon","2017-04-01","6"
"47111","tennessee","macon","2017-05-01","9"
"47111","tennessee","macon","2017-06-01","7"
"47111","tennessee","macon","2017-07-01","10"
"47111","tennessee","macon","2017-08-01","12"
"47111","tennessee","macon","2017-09-01","10"
"47111","tennessee","macon","2017-10-01","13"
"47111","tennessee","macon","2017-11-01","14"
"47111","tennessee","macon","2017-12-01","8"
"47111","tennessee","macon","2018-01-01","10"
"47111","tennessee","macon","2018-02-01","11"
"47111","tennessee","macon","2018-03-01","12"
"47111","tennessee","macon","2018-04-01","13"
"47111","tennessee","macon","2018-05-01","7"
"47111","tennessee","macon","2018-06-01","9"
"47111","tennessee","macon","2018-07-01","17"
"47111","tennessee","macon","2018-08-01","4"
"47111","tennessee","macon","2018-09-01","7"
"47111","tennessee","macon","2018-10-01","9"
"47111","tennessee","macon","2018-11-01","4"
"47111","tennessee","macon","2018-12-01","6"
"47111","tennessee","macon","2019-01-01","12"
"47111","tennessee","macon","2019-02-01","8"
"47111","tennessee","macon","2019-03-01","6"
"47111","tennessee","macon","2019-04-01","9"
"47111","tennessee","macon","2019-05-01","4"
"47111","tennessee","macon","2019-06-01","10"
"47111","tennessee","macon","2019-07-01","10"
"47111","tennessee","macon","2019-08-01","13"
"47111","tennessee","macon","2019-09-01","10"
"47111","tennessee","macon","2019-10-01","10"
"47111","tennessee","macon","2019-11-01","7"
"47111","tennessee","macon","2019-12-01","5"
"47111","tennessee","macon","2020-01-01","9"
"47111","tennessee","macon","2020-02-01","7"
"47111","tennessee","macon","2020-03-01","7"
"47111","tennessee","macon","2020-04-01","2"
"47111","tennessee","macon","2020-05-01","3"
"47111","tennessee","macon","2020-06-01","12"
"47111","tennessee","macon","2020-07-01","15"
"47111","tennessee","macon","2020-08-01","7"
"47111","tennessee","macon","2020-09-01","6"
"47111","tennessee","macon","2020-10-01","12"
"47111","tennessee","macon","2020-11-01","5"
"47111","tennessee","macon","2020-12-01","7"
"47111","tennessee","macon","2021-01-01","8"
"47111","tennessee","macon","2021-02-01","3"
"47111","tennessee","macon","2021-03-01","11"
"47111","tennessee","macon","2021-04-01","5"
"47111","tennessee","macon","2021-05-01","9"
"47111","tennessee","macon","2021-06-01","7"
"47111","tennessee","macon","2021-07-01","6"
"47111","tennessee","macon","2021-08-01","11"
"47111","tennessee","macon","2021-09-01","9"
"47111","tennessee","macon","2021-10-01","8"
"47111","tennessee","macon","2021-11-01","6"
"47111","tennessee","macon","2021-12-01","7"
"47111","tennessee","macon","2022-01-01","10"
"47111","tennessee","macon","2022-02-01","13"
"47111","tennessee","macon","2022-03-01","11"
"47111","tennessee","macon","2022-04-01","5"
"47111","tennessee","macon","2022-05-01","12"
"47111","tennessee","macon","2022-06-01","18"
"47111","tennessee","macon","2022-07-01","8"
"47111","tennessee","macon","2022-08-01","11"
"47111","tennessee","macon","2022-09-01","13"
"47111","tennessee","macon","2022-10-01","9"
"47111","tennessee","macon","2022-11-01","8"
"47111","tennessee","macon","2022-12-01","5"
"47017","tennessee","carroll","2016-01-01","6"
"47017","tennessee","carroll","2016-02-01","2"
"47017","tennessee","carroll","2016-03-01","3"
"47017","tennessee","carroll","2016-04-01","3"
"47017","tennessee","carroll","2016-05-01","3"
"47017","tennessee","carroll","2016-06-01","9"
"47017","tennessee","carroll","2016-07-01","3"
"47017","tennessee","carroll","2016-08-01","4"
"47017","tennessee","carroll","2016-09-01","2"
"47017","tennessee","carroll","2016-10-01","4"
"47017","tennessee","carroll","2016-11-01","3"
"47017","tennessee","carroll","2016-12-01","11"
"47017","tennessee","carroll","2017-01-01","4"
"47017","tennessee","carroll","2017-02-01","6"
"47017","tennessee","carroll","2017-03-01","3"
"47017","tennessee","carroll","2017-04-01","6"
"47017","tennessee","carroll","2017-05-01","5"
"47017","tennessee","carroll","2017-06-01","7"
"47017","tennessee","carroll","2017-07-01","3"
"47017","tennessee","carroll","2017-08-01","2"
"47017","tennessee","carroll","2017-09-01","15"
"47017","tennessee","carroll","2017-10-01","6"
"47017","tennessee","carroll","2017-11-01","6"
"47017","tennessee","carroll","2017-12-01","3"
"47017","tennessee","carroll","2018-01-01","8"
"47017","tennessee","carroll","2018-02-01","4"
"47017","tennessee","carroll","2018-03-01","5"
"47017","tennessee","carroll","2018-04-01","3"
"47017","tennessee","carroll","2018-05-01","6"
"47017","tennessee","carroll","2018-06-01","5"
"47017","tennessee","carroll","2018-07-01","11"
"47017","tennessee","carroll","2018-08-01","4"
"47017","tennessee","carroll","2018-09-01","2"
"47017","tennessee","carroll","2018-10-01","7"
"47017","tennessee","carroll","2018-11-01","1"
"47017","tennessee","carroll","2018-12-01","0"
"47017","tennessee","carroll","2019-01-01","3"
"47017","tennessee","carroll","2019-02-01","6"
"47017","tennessee","carroll","2019-03-01","1"
"47017","tennessee","carroll","2019-04-01","7"
"47017","tennessee","carroll","2019-05-01","4"
"47017","tennessee","carroll","2019-06-01","5"
"47017","tennessee","carroll","2019-07-01","7"
"47017","tennessee","carroll","2019-08-01","4"
"47017","tennessee","carroll","2019-09-01","6"
"47017","tennessee","carroll","2019-10-01","3"
"47017","tennessee","carroll","2019-11-01","0"
"47017","tennessee","carroll","2019-12-01","14"
"47017","tennessee","carroll","2020-01-01","7"
"47017","tennessee","carroll","2020-02-01","4"
"47017","tennessee","carroll","2020-03-01","7"
"47017","tennessee","carroll","2020-04-01","0"
"47017","tennessee","carroll","2020-05-01","0"
"47017","tennessee","carroll","2020-06-01","7"
"47017","tennessee","carroll","2020-07-01","7"
"47017","tennessee","carroll","2020-08-01","5"
"47017","tennessee","carroll","2020-09-01","5"
"47017","tennessee","carroll","2020-10-01","8"
"47017","tennessee","carroll","2020-11-01","4"
"47017","tennessee","carroll","2020-12-01","5"
"47017","tennessee","carroll","2021-01-01","3"
"47017","tennessee","carroll","2021-02-01","1"
"47017","tennessee","carroll","2021-03-01","6"
"47017","tennessee","carroll","2021-04-01","10"
"47017","tennessee","carroll","2021-05-01","5"
"47017","tennessee","carroll","2021-06-01","5"
"47017","tennessee","carroll","2021-07-01","10"
"47017","tennessee","carroll","2021-08-01","4"
"47017","tennessee","carroll","2021-09-01","5"
"47017","tennessee","carroll","2021-10-01","10"
"47017","tennessee","carroll","2021-11-01","5"
"47017","tennessee","carroll","2021-12-01","3"
"47017","tennessee","carroll","2022-01-01","2"
"47017","tennessee","carroll","2022-02-01","8"
"47017","tennessee","carroll","2022-03-01","6"
"47017","tennessee","carroll","2022-04-01","3"
"47017","tennessee","carroll","2022-05-01","7"
"47017","tennessee","carroll","2022-06-01","6"
"47017","tennessee","carroll","2022-07-01","5"
"47017","tennessee","carroll","2022-08-01","5"
"47017","tennessee","carroll","2022-09-01","8"
"47017","tennessee","carroll","2022-10-01","9"
"47017","tennessee","carroll","2022-11-01","4"
"47017","tennessee","carroll","2022-12-01","6"
"47091","tennessee","johnson","2016-01-01","4"
"47091","tennessee","johnson","2016-02-01","4"
"47091","tennessee","johnson","2016-03-01","12"
"47091","tennessee","johnson","2016-04-01","0"
"47091","tennessee","johnson","2016-05-01","4"
"47091","tennessee","johnson","2016-06-01","7"
"47091","tennessee","johnson","2016-07-01","6"
"47091","tennessee","johnson","2016-08-01","5"
"47091","tennessee","johnson","2016-09-01","6"
"47091","tennessee","johnson","2016-10-01","2"
"47091","tennessee","johnson","2016-11-01","1"
"47091","tennessee","johnson","2016-12-01","2"
"47091","tennessee","johnson","2017-01-01","3"
"47091","tennessee","johnson","2017-02-01","4"
"47091","tennessee","johnson","2017-03-01","4"
"47091","tennessee","johnson","2017-04-01","3"
"47091","tennessee","johnson","2017-05-01","6"
"47091","tennessee","johnson","2017-06-01","6"
"47091","tennessee","johnson","2017-07-01","3"
"47091","tennessee","johnson","2017-08-01","2"
"47091","tennessee","johnson","2017-09-01","4"
"47091","tennessee","johnson","2017-10-01","0"
"47091","tennessee","johnson","2017-11-01","5"
"47091","tennessee","johnson","2017-12-01","5"
"47091","tennessee","johnson","2018-01-01","4"
"47091","tennessee","johnson","2018-02-01","2"
"47091","tennessee","johnson","2018-03-01","3"
"47091","tennessee","johnson","2018-04-01","7"
"47091","tennessee","johnson","2018-05-01","8"
"47091","tennessee","johnson","2018-06-01","4"
"47091","tennessee","johnson","2018-07-01","5"
"47091","tennessee","johnson","2018-08-01","3"
"47091","tennessee","johnson","2018-09-01","4"
"47091","tennessee","johnson","2018-10-01","3"
"47091","tennessee","johnson","2018-11-01","7"
"47091","tennessee","johnson","2018-12-01","2"
"47091","tennessee","johnson","2019-01-01","4"
"47091","tennessee","johnson","2019-02-01","3"
"47091","tennessee","johnson","2019-03-01","4"
"47091","tennessee","johnson","2019-04-01","4"
"47091","tennessee","johnson","2019-05-01","4"
"47091","tennessee","johnson","2019-06-01","4"
"47091","tennessee","johnson","2019-07-01","2"
"47091","tennessee","johnson","2019-08-01","2"
"47091","tennessee","johnson","2019-09-01","7"
"47091","tennessee","johnson","2019-10-01","5"
"47091","tennessee","johnson","2019-11-01","2"
"47091","tennessee","johnson","2019-12-01","2"
"47091","tennessee","johnson","2020-01-01","3"
"47091","tennessee","johnson","2020-02-01","2"
"47091","tennessee","johnson","2020-03-01","0"
"47091","tennessee","johnson","2020-04-01","3"
"47091","tennessee","johnson","2020-05-01","4"
"47091","tennessee","johnson","2020-06-01","3"
"47091","tennessee","johnson","2020-07-01","2"
"47091","tennessee","johnson","2020-08-01","7"
"47091","tennessee","johnson","2020-09-01","0"
"47091","tennessee","johnson","2020-10-01","6"
"47091","tennessee","johnson","2020-11-01","1"
"47091","tennessee","johnson","2020-12-01","2"
"47091","tennessee","johnson","2021-01-01","3"
"47091","tennessee","johnson","2021-02-01","6"
"47091","tennessee","johnson","2021-03-01","2"
"47091","tennessee","johnson","2021-04-01","6"
"47091","tennessee","johnson","2021-05-01","3"
"47091","tennessee","johnson","2021-06-01","7"
"47091","tennessee","johnson","2021-07-01","4"
"47091","tennessee","johnson","2021-08-01","6"
"47091","tennessee","johnson","2021-09-01","4"
"47091","tennessee","johnson","2021-10-01","6"
"47091","tennessee","johnson","2021-11-01","4"
"47091","tennessee","johnson","2021-12-01","2"
"47091","tennessee","johnson","2022-01-01","2"
"47091","tennessee","johnson","2022-02-01","2"
"47091","tennessee","johnson","2022-03-01","6"
"47091","tennessee","johnson","2022-04-01","4"
"47091","tennessee","johnson","2022-05-01","1"
"47091","tennessee","johnson","2022-06-01","5"
"47091","tennessee","johnson","2022-07-01","8"
"47091","tennessee","johnson","2022-08-01","7"
"47091","tennessee","johnson","2022-09-01","3"
"47091","tennessee","johnson","2022-10-01","3"
"47091","tennessee","johnson","2022-11-01","3"
"47091","tennessee","johnson","2022-12-01","1"
"47181","tennessee","wayne","2016-01-01","0"
"47181","tennessee","wayne","2016-02-01","1"
"47181","tennessee","wayne","2016-03-01","2"
"47181","tennessee","wayne","2016-04-01","1"
"47181","tennessee","wayne","2016-05-01","3"
"47181","tennessee","wayne","2016-06-01","0"
"47181","tennessee","wayne","2016-07-01","1"
"47181","tennessee","wayne","2016-08-01","3"
"47181","tennessee","wayne","2016-09-01","2"
"47181","tennessee","wayne","2016-10-01","0"
"47181","tennessee","wayne","2016-11-01","1"
"47181","tennessee","wayne","2016-12-01","1"
"47181","tennessee","wayne","2017-01-01","2"
"47181","tennessee","wayne","2017-02-01","1"
"47181","tennessee","wayne","2017-03-01","4"
"47181","tennessee","wayne","2017-04-01","3"
"47181","tennessee","wayne","2017-05-01","1"
"47181","tennessee","wayne","2017-06-01","4"
"47181","tennessee","wayne","2017-07-01","1"
"47181","tennessee","wayne","2017-08-01","3"
"47181","tennessee","wayne","2017-09-01","4"
"47181","tennessee","wayne","2017-10-01","3"
"47181","tennessee","wayne","2017-11-01","3"
"47181","tennessee","wayne","2017-12-01","1"
"47181","tennessee","wayne","2018-01-01","4"
"47181","tennessee","wayne","2018-02-01","1"
"47181","tennessee","wayne","2018-03-01","2"
"47181","tennessee","wayne","2018-04-01","5"
"47181","tennessee","wayne","2018-05-01","1"
"47181","tennessee","wayne","2018-06-01","4"
"47181","tennessee","wayne","2018-07-01","2"
"47181","tennessee","wayne","2018-08-01","3"
"47181","tennessee","wayne","2018-09-01","3"
"47181","tennessee","wayne","2018-10-01","3"
"47181","tennessee","wayne","2018-11-01","1"
"47181","tennessee","wayne","2018-12-01","1"
"47181","tennessee","wayne","2019-01-01","3"
"47181","tennessee","wayne","2019-02-01","2"
"47181","tennessee","wayne","2019-03-01","4"
"47181","tennessee","wayne","2019-04-01","1"
"47181","tennessee","wayne","2019-05-01","2"
"47181","tennessee","wayne","2019-06-01","3"
"47181","tennessee","wayne","2019-07-01","3"
"47181","tennessee","wayne","2019-08-01","4"
"47181","tennessee","wayne","2019-09-01","4"
"47181","tennessee","wayne","2019-10-01","3"
"47181","tennessee","wayne","2019-11-01","1"
"47181","tennessee","wayne","2019-12-01","4"
"47181","tennessee","wayne","2020-01-01","1"
"47181","tennessee","wayne","2020-02-01","4"
"47181","tennessee","wayne","2020-03-01","4"
"47181","tennessee","wayne","2020-04-01","0"
"47181","tennessee","wayne","2020-05-01","1"
"47181","tennessee","wayne","2020-06-01","5"
"47181","tennessee","wayne","2020-07-01","3"
"47181","tennessee","wayne","2020-08-01","1"
"47181","tennessee","wayne","2020-09-01","3"
"47181","tennessee","wayne","2020-10-01","1"
"47181","tennessee","wayne","2020-11-01","1"
"47181","tennessee","wayne","2020-12-01","5"
"47181","tennessee","wayne","2021-01-01","1"
"47181","tennessee","wayne","2021-02-01","0"
"47181","tennessee","wayne","2021-03-01","1"
"47181","tennessee","wayne","2021-04-01","1"
"47181","tennessee","wayne","2021-05-01","2"
"47181","tennessee","wayne","2021-06-01","3"
"47181","tennessee","wayne","2021-07-01","1"
"47181","tennessee","wayne","2021-08-01","2"
"47181","tennessee","wayne","2021-09-01","0"
"47181","tennessee","wayne","2021-10-01","3"
"47181","tennessee","wayne","2021-11-01","2"
"47181","tennessee","wayne","2021-12-01","1"
"47181","tennessee","wayne","2022-01-01","2"
"47181","tennessee","wayne","2022-02-01","0"
"47181","tennessee","wayne","2022-03-01","2"
"47181","tennessee","wayne","2022-04-01","0"
"47181","tennessee","wayne","2022-05-01","3"
"47181","tennessee","wayne","2022-06-01","1"
"47181","tennessee","wayne","2022-07-01","1"
"47181","tennessee","wayne","2022-08-01","3"
"47181","tennessee","wayne","2022-09-01","3"
"47181","tennessee","wayne","2022-10-01","2"
"47181","tennessee","wayne","2022-11-01","1"
"47181","tennessee","wayne","2022-12-01","5"
"47125","tennessee","montgomery","2016-01-01","149"
"47125","tennessee","montgomery","2016-02-01","184"
"47125","tennessee","montgomery","2016-03-01","117"
"47125","tennessee","montgomery","2016-04-01","126"
"47125","tennessee","montgomery","2016-05-01","150"
"47125","tennessee","montgomery","2016-06-01","128"
"47125","tennessee","montgomery","2016-07-01","165"
"47125","tennessee","montgomery","2016-08-01","174"
"47125","tennessee","montgomery","2016-09-01","137"
"47125","tennessee","montgomery","2016-10-01","148"
"47125","tennessee","montgomery","2016-11-01","129"
"47125","tennessee","montgomery","2016-12-01","118"
"47125","tennessee","montgomery","2017-01-01","133"
"47125","tennessee","montgomery","2017-02-01","142"
"47125","tennessee","montgomery","2017-03-01","119"
"47125","tennessee","montgomery","2017-04-01","106"
"47125","tennessee","montgomery","2017-05-01","133"
"47125","tennessee","montgomery","2017-06-01","162"
"47125","tennessee","montgomery","2017-07-01","135"
"47125","tennessee","montgomery","2017-08-01","181"
"47125","tennessee","montgomery","2017-09-01","134"
