"fips","state","county","week_start_date","eviction_filings"
"47131","tennessee","obion","2018-04-30","0"
"47131","tennessee","obion","2018-05-07","1"
"47131","tennessee","obion","2018-05-14","3"
"47131","tennessee","obion","2018-05-21","4"
"47131","tennessee","obion","2018-05-28","3"
"47131","tennessee","obion","2018-06-04","5"
"47131","tennessee","obion","2018-06-11","3"
"47131","tennessee","obion","2018-06-18","7"
"47131","tennessee","obion","2018-06-25","2"
"47131","tennessee","obion","2018-07-02","6"
"47131","tennessee","obion","2018-07-09","5"
"47131","tennessee","obion","2018-07-16","2"
"47131","tennessee","obion","2018-07-23","3"
"47131","tennessee","obion","2018-07-30","5"
"47131","tennessee","obion","2018-08-06","6"
"47131","tennessee","obion","2018-08-13","4"
"47131","tennessee","obion","2018-08-20","5"
"47131","tennessee","obion","2018-08-27","3"
"47131","tennessee","obion","2018-09-03","3"
"47131","tennessee","obion","2018-09-10","8"
"47131","tennessee","obion","2018-09-17","1"
"47131","tennessee","obion","2018-09-24","6"
"47131","tennessee","obion","2018-10-01","4"
"47131","tennessee","obion","2018-10-08","4"
"47131","tennessee","obion","2018-10-15","2"
"47131","tennessee","obion","2018-10-22","9"
"47131","tennessee","obion","2018-10-29","6"
"47131","tennessee","obion","2018-11-05","5"
"47131","tennessee","obion","2018-11-12","2"
"47131","tennessee","obion","2018-11-19","4"
"47131","tennessee","obion","2018-11-26","8"
"47131","tennessee","obion","2018-12-03","9"
"47131","tennessee","obion","2018-12-10","4"
"47131","tennessee","obion","2018-12-17","6"
"47131","tennessee","obion","2018-12-24","1"
"47131","tennessee","obion","2018-12-31","4"
"47131","tennessee","obion","2019-01-07","2"
"47131","tennessee","obion","2019-01-14","6"
"47131","tennessee","obion","2019-01-21","0"
"47131","tennessee","obion","2019-01-28","8"
"47131","tennessee","obion","2019-02-04","3"
"47131","tennessee","obion","2019-02-11","2"
"47131","tennessee","obion","2019-02-18","3"
"47131","tennessee","obion","2019-02-25","2"
"47131","tennessee","obion","2019-03-04","4"
"47131","tennessee","obion","2019-03-11","5"
"47131","tennessee","obion","2019-03-18","0"
"47131","tennessee","obion","2019-03-25","5"
"47131","tennessee","obion","2019-04-01","4"
"47131","tennessee","obion","2019-04-08","8"
"47131","tennessee","obion","2019-04-15","1"
"47131","tennessee","obion","2019-04-22","2"
"47131","tennessee","obion","2019-04-29","0"
"47131","tennessee","obion","2019-05-06","7"
"47131","tennessee","obion","2019-05-13","1"
"47131","tennessee","obion","2019-05-20","1"
"47131","tennessee","obion","2019-05-27","2"
"47131","tennessee","obion","2019-06-03","5"
"47131","tennessee","obion","2019-06-10","4"
"47131","tennessee","obion","2019-06-17","6"
"47131","tennessee","obion","2019-06-24","6"
"47131","tennessee","obion","2019-07-01","6"
"47131","tennessee","obion","2019-07-08","5"
"47131","tennessee","obion","2019-07-15","8"
"47131","tennessee","obion","2019-07-22","2"
"47131","tennessee","obion","2019-07-29","3"
"47131","tennessee","obion","2019-08-05","3"
"47131","tennessee","obion","2019-08-12","5"
"47131","tennessee","obion","2019-08-19","4"
"47131","tennessee","obion","2019-08-26","6"
"47131","tennessee","obion","2019-09-02","3"
"47131","tennessee","obion","2019-09-09","10"
"47131","tennessee","obion","2019-09-16","6"
"47131","tennessee","obion","2019-09-23","6"
"47131","tennessee","obion","2019-09-30","1"
"47131","tennessee","obion","2019-10-07","9"
"47131","tennessee","obion","2019-10-14","2"
"47131","tennessee","obion","2019-10-21","4"
"47131","tennessee","obion","2019-10-28","2"
"47131","tennessee","obion","2019-11-04","2"
"47131","tennessee","obion","2019-11-11","1"
"47131","tennessee","obion","2019-11-18","4"
"47131","tennessee","obion","2019-11-25","0"
"47131","tennessee","obion","2019-12-02","2"
"47131","tennessee","obion","2019-12-09","4"
"47131","tennessee","obion","2019-12-16","4"
"47131","tennessee","obion","2019-12-23","1"
"47131","tennessee","obion","2019-12-30","7"
"47131","tennessee","obion","2020-01-06","3"
"47131","tennessee","obion","2020-01-13","6"
"47131","tennessee","obion","2020-01-20","2"
"47131","tennessee","obion","2020-01-27","6"
"47131","tennessee","obion","2020-02-03","9"
"47131","tennessee","obion","2020-02-10","4"
"47131","tennessee","obion","2020-02-17","5"
"47131","tennessee","obion","2020-02-24","1"
"47131","tennessee","obion","2020-03-02","4"
"47131","tennessee","obion","2020-03-09","4"
"47131","tennessee","obion","2020-03-16","2"
"47131","tennessee","obion","2020-03-23","0"
"47131","tennessee","obion","2020-03-30","0"
"47131","tennessee","obion","2020-04-06","0"
"47131","tennessee","obion","2020-04-13","0"
"47131","tennessee","obion","2020-04-20","0"
"47131","tennessee","obion","2020-04-27","0"
"47131","tennessee","obion","2020-05-04","0"
"47131","tennessee","obion","2020-05-11","1"
"47131","tennessee","obion","2020-05-18","0"
"47131","tennessee","obion","2020-05-25","2"
"47131","tennessee","obion","2020-06-01","2"
"47131","tennessee","obion","2020-06-08","3"
"47131","tennessee","obion","2020-06-15","2"
"47131","tennessee","obion","2020-06-22","4"
"47131","tennessee","obion","2020-06-29","3"
"47131","tennessee","obion","2020-07-06","5"
"47131","tennessee","obion","2020-07-13","4"
"47131","tennessee","obion","2020-07-20","4"
"47131","tennessee","obion","2020-07-27","0"
"47131","tennessee","obion","2020-08-03","7"
"47131","tennessee","obion","2020-08-10","4"
"47131","tennessee","obion","2020-08-17","6"
"47131","tennessee","obion","2020-08-24","3"
"47131","tennessee","obion","2020-08-31","6"
"47131","tennessee","obion","2020-09-07","6"
"47131","tennessee","obion","2020-09-14","2"
"47131","tennessee","obion","2020-09-21","1"
"47131","tennessee","obion","2020-09-28","5"
"47131","tennessee","obion","2020-10-05","2"
"47131","tennessee","obion","2020-10-12","7"
"47131","tennessee","obion","2020-10-19","5"
"47131","tennessee","obion","2020-10-26","2"
"47131","tennessee","obion","2020-11-02","1"
"47131","tennessee","obion","2020-11-09","1"
"47131","tennessee","obion","2020-11-16","5"
"47131","tennessee","obion","2020-11-23","0"
"47131","tennessee","obion","2020-11-30","7"
"47131","tennessee","obion","2020-12-07","2"
"47131","tennessee","obion","2020-12-14","4"
"47131","tennessee","obion","2020-12-21","0"
"47131","tennessee","obion","2020-12-28","1"
"47131","tennessee","obion","2021-01-04","5"
"47131","tennessee","obion","2021-01-11","1"
"47131","tennessee","obion","2021-01-18","4"
"47131","tennessee","obion","2021-01-25","0"
"47131","tennessee","obion","2021-02-01","3"
